"Time Study from ,""2020-12-01 12:17:35"""
"Statistic values,""Lap time"",""IM"",""TMU"",""DM"",""HM"",""CYCLE"""
"Averages,""00:08,497"",""0,24"",""0,14"",""13"",""236"",""17"""
"Min values,""00:00,639"",""0,02"",""0,01"",""1"",""18"",""1"""
"Min values,""01:23,197"",""2,31"",""1,39"",""138"",""2311"",""94"""
"Lap No,""Time"",""Total time"",""Seconds consecutive"",""Lap time"",""IMa"",""TMU"",""DMa"",""HM"",""CYCLE"",""LONG_LAP_UPDATED_TIME (can be deleted by user)"",""LONG_UPDATED_TIME (can be deleted by user)"""
"126,""12:04:03"",""16:29,996"",""989"",""00:20,803"",""0,577861"",""577,861084"",""0,346717"",""34"",""2,884199"",""20803"",""989996"""
"127,""12:04:04"",""16:31,742"",""991"",""00:01,746"",""0,048500"",""48,500000"",""0,029100"",""2"",""34,364262"",""1746"",""991742"""
"128,""12:04:07"",""16:34,640"",""994"",""00:02,898"",""0,080500"",""80,500000"",""0,048300"",""4"",""20,703934"",""2898"",""994640"""
"129,""12:04:11"",""16:37,867"",""997"",""00:03,227"",""0,089639"",""89,638885"",""0,053783"",""5"",""18,593121"",""3227"",""997867"""
"130,""12:04:15"",""16:41,891"",""1001"",""00:04,024"",""0,111778"",""111,777779"",""0,067067"",""6"",""14,910536"",""4024"",""1001891"""
"131,""12:04:18"",""16:45,136"",""1005"",""00:03,245"",""0,090139"",""90,138885"",""0,054083"",""5"",""18,489985"",""3245"",""1005136"""
"132,""12:04:21"",""16:48,340"",""1008"",""00:03,204"",""0,089000"",""89,000000"",""0,053400"",""5"",""18,726593"",""3204"",""1008340"""
"133,""12:04:23"",""16:50,702"",""1010"",""00:02,362"",""0,065611"",""65,611115"",""0,039367"",""3"",""25,402203"",""2362"",""1010702"""
"134,""12:04:28"",""16:55,691"",""1015"",""00:04,989"",""0,138583"",""138,583328"",""0,083150"",""8"",""12,026459"",""4989"",""1015691"""
"135,""12:04:31"",""16:58,359"",""1018"",""00:02,668"",""0,074111"",""74,111115"",""0,044467"",""4"",""22,488756"",""2668"",""1018359"""
"136,""12:04:35"",""17:01,980"",""1021"",""00:03,621"",""0,100583"",""100,583336"",""0,060350"",""6"",""16,570007"",""3621"",""1021980"""
"137,""12:05:02"",""17:28,938"",""1048"",""00:26,958"",""0,748833"",""748,833313"",""0,449300"",""44"",""2,225684"",""26958"",""1048938"""
"138,""12:05:05"",""17:32,571"",""1052"",""00:03,633"",""0,100917"",""100,916664"",""0,060550"",""6"",""16,515278"",""3633"",""1052571"""
"139,""12:05:14"",""17:41,467"",""1061"",""00:08,896"",""0,247111"",""247,111115"",""0,148267"",""14"",""6,744605"",""8896"",""1061467"""
"140,""12:05:18"",""17:44,855"",""1064"",""00:03,388"",""0,094111"",""94,111115"",""0,056467"",""5"",""17,709564"",""3388"",""1064855"""
"141,""12:05:20"",""17:47,219"",""1067"",""00:02,364"",""0,065667"",""65,666664"",""0,039400"",""3"",""25,380711"",""2364"",""1067219"""
"142,""12:05:23"",""17:50,706"",""1070"",""00:03,487"",""0,096861"",""96,861115"",""0,058117"",""5"",""17,206768"",""3487"",""1070706"""
"143,""12:05:28"",""17:54,956"",""1074"",""00:04,250"",""0,118056"",""118,055557"",""0,070833"",""7"",""14,117647"",""4250"",""1074956"""
"144,""12:05:30"",""17:57,007"",""1077"",""00:02,051"",""0,056972"",""56,972221"",""0,034183"",""3"",""29,254021"",""2051"",""1077007"""
"145,""12:05:38"",""18:05,546"",""1085"",""00:08,539"",""0,237194"",""237,194443"",""0,142317"",""14"",""7,026585"",""8539"",""1085546"""
"146,""12:05:42"",""18:08,789"",""1088"",""00:03,243"",""0,090083"",""90,083336"",""0,054050"",""5"",""18,501387"",""3243"",""1088789"""
"147,""12:05:44"",""18:11,249"",""1091"",""00:02,460"",""0,068333"",""68,333336"",""0,041000"",""4"",""24,390244"",""2460"",""1091249"""
"148,""12:05:47"",""18:14,444"",""1094"",""00:03,195"",""0,088750"",""88,750000"",""0,053250"",""5"",""18,779343"",""3195"",""1094444"""
"149,""12:06:11"",""18:38,735"",""1118"",""00:24,291"",""0,674750"",""674,750000"",""0,404850"",""40"",""2,470051"",""24291"",""1118735"""
"150,""12:06:16"",""18:43,507"",""1123"",""00:04,772"",""0,132556"",""132,555557"",""0,079533"",""7"",""12,573345"",""4772"",""1123507"""
"151,""12:06:19"",""18:46,080"",""1126"",""00:02,573"",""0,071472"",""71,472221"",""0,042883"",""4"",""23,319082"",""2573"",""1126080"""
"152,""12:06:21"",""18:48,134"",""1128"",""00:02,054"",""0,057056"",""57,055557"",""0,034233"",""3"",""29,211296"",""2054"",""1128134"""
"153,""12:06:24"",""18:50,969"",""1130"",""00:02,835"",""0,078750"",""78,750000"",""0,047250"",""4"",""21,164022"",""2835"",""1130969"""
"154,""12:06:25"",""18:52,046"",""1132"",""00:01,077"",""0,029917"",""29,916666"",""0,017950"",""1"",""55,710304"",""1077"",""1132046"""
"155,""12:06:29"",""18:56,492"",""1136"",""00:04,446"",""0,123500"",""123,500000"",""0,074100"",""7"",""13,495276"",""4446"",""1136492"""
"156,""12:06:38"",""19:05,266"",""1145"",""00:08,774"",""0,243722"",""243,722229"",""0,146233"",""14"",""6,838386"",""8774"",""1145266"""
"157,""12:07:10"",""19:37,034"",""1177"",""00:31,768"",""0,882444"",""882,444458"",""0,529467"",""52"",""1,888693"",""31768"",""1177034"""
"158,""12:07:12"",""19:39,206"",""1179"",""00:02,172"",""0,060333"",""60,333332"",""0,036200"",""3"",""27,624311"",""2172"",""1179206"""
"159,""12:07:27"",""19:54,225"",""1194"",""00:15,019"",""0,417194"",""417,194458"",""0,250317"",""25"",""3,994940"",""15019"",""1194225"""
